pl_name,planet_status,mass,radius,type,orbital_period,semi_major_axis,star_name,star_distance,star_teff,star_radius,temp_calculated,mag_v,mag_j,mag_k,scale_factor,tsm,esm,alternate_names,updated,observation_type,reference,molecules,albedo,phase_curve,comments,molecules_cleaned,molecule_list
MASCARA-2 b/KELT-20 b,Confirmed,3.518,1.83,UltraHot Jupiter,3.4741085,0.0542,MASCARA-2,,8980.0,1.6,2230.0,3.0,,,1.15,,,"HD 185603 b, MASCARA-2 b",9/16/22,G-B: High resolution IR,2020AJ....160..228K,"{FeH"":""Upper limit""}""",0,No,,[],"Upper, FeH"
MASCARA-2 b/KELT-20 b,Confirmed,3.518,1.83,UltraHot Jupiter,3.4741085,0.0542,MASCARA-2,,8980.0,1.6,2230.0,3.0,,,1.15,,,"HD 185603 b, MASCARA-2 b",9/16/22,G-B: High resolution visible,2410.11731,"{Fe+"":""Detection""}""",No,No,,[],Fe
MASCARA-2 b/KELT-20 b,Confirmed,3.518,1.83,UltraHot Jupiter,3.4741085,0.0542,MASCARA-2,,8980.0,1.6,2230.0,3.0,,,1.15,,,"HD 185603 b, MASCARA-2 b",9/16/22,G-B: High resolution visible,2205.01623,"{Na"":""Detection""}""",No,No,Confirmed the previously reported detections of Na using HARPS-N.,[],Na
NGTS-5 b,Confirmed,0.229,1.136,Hot Jupiter,3.3569866,0.0382,NGTS-5,309.5,4987.0,0.739,952.0,13.789,12.117,11.612,1.15,214.0157,45.4613,,05-03-2019,G-B:Low resolution IR,2204.11865,"{He"":""Upper limit""}""",No,No,"Narrow band photometry with Palomar/WIRC. Tentative detection at 2.2σ confidence, excess absorption of 1.02+0.48−0.46%.",[],"Upper, He"
NLTT 5306 b,Confirmed,56.0,23.04388675,Hot Jupiter,0.07,0.00263,NLTT 5306,77.9678,7756.0,0.0156,910.8684936,,16.24,15.56,1.15,2349003.527,3696574.154,"LSPM J0135+1445 b, WD 0132+145 b",10/30/22,HST WFC3,2303.0742,[],No,Yes,,[],
PDS 70 b,Confirmed,7.0,2.72,Hot Jupiter,45108.0,22.7,PDS 70,113.43,4237.0,1.26,1204.0,12.233,9.553001,8.542,1.15,136.1733,724.7777,,10/25/19,G-B: High resolution IR,2411.15117,"{CO"":""Detection"",""H2O"":""Detection"",""Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"C, O, H2O, CO"
PDS 70 b,Confirmed,7.0,2.72,Hot Jupiter,45108.0,22.7,PDS 70,113.43,4237.0,1.26,1204.0,12.233,9.553001,8.542,1.15,136.1733,724.7777,,10/25/19,G-B:Low resolution IR,2106.03615,"{CO"":""Upper limit"",""H2O"":""Upper limit"",""CH4"":""Upper limit""}""",0,No,,[],"CH4, Upper, H2O, CO"
pi Men c,Confirmed,0.01142,0.16719,Hot,6.267852,0.06702,pi Men,18.37,6037.0,1.1,1147.0,5.67,4.869,4.241,1.26,229.5163,15.4975,HD 39091 c,03-03-2022,HST STIS,2021ApJ...907L..36G,"{C+"":""Detection""}""",0,No,"HST COS, not STIS, but COS not available, while it should be",[],C
pi Men c,Confirmed,0.01142,0.16719,Hot,6.267852,0.06702,pi Men,18.37,6037.0,1.1,1147.0,5.67,4.869,4.241,1.26,229.5163,15.4975,HD 39091 c,03-03-2022,HST STIS,2020ApJ...888L..21G,"{H"":""No detection""}""",0,No,,[],"No, H"
Qatar-1 b,Confirmed,1.294,1.143,Hot Jupiter,1.42002504,0.02332,Qatar-1,187.0,5013.0,0.803,1418.0,12.84,10.999,10.4,1.15,81.4418,146.677,TIC 236887394,01-03-2023,G-B: Low resolution visible,2305.19441,"{Featureless spectra"":""Detection""}""",No,No,,[],
Qatar-1 b,Confirmed,1.294,1.143,Hot Jupiter,1.42002504,0.02332,Qatar-1,187.0,5013.0,0.803,1418.0,12.84,10.999,10.4,1.15,81.4418,146.677,TIC 236887394,01-03-2023,Spitzer,2408.13308,[],0.3,Yes,Dayside and nightside temperatures from phase curve at 4.5 um.,[],
Qatar-1 b,Confirmed,1.294,1.143,Hot Jupiter,1.42002504,0.02332,Qatar-1,187.0,5013.0,0.803,1418.0,12.84,10.999,10.4,1.15,81.4418,146.677,TIC 236887394,01-03-2023,Spitzer,2004.00014,[],0,Yes,,[],
Qatar-1 b,Confirmed,1.294,1.143,Hot Jupiter,1.42002504,0.02332,Qatar-1,187.0,5013.0,0.803,1418.0,12.84,10.999,10.4,1.15,81.4418,146.677,TIC 236887394,01-03-2023,Spitzer,2203.15059,[],No,Yes,Spitzer phase curve,[],
Qatar-2 b,Confirmed,2.494,1.254,Hot Jupiter,1.33711647,0.02153,Qatar-2,182.32,4645.0,0.78,1344.0,13.3,11.35,10.619,1.15,47.6875,168.8255,"2MASS J13503740-0648145 b, EPIC 212756297.01, GSC 04974-00112 b, WISE J135037.33-064814.5 b",02-05-2021,Spitzer,2408.13308,[],0.2,Yes,Dayside and nightside temperatures from phase curve at 4.5 um,[],
Qatar-2 b,Confirmed,2.494,1.254,Hot Jupiter,1.33711647,0.02153,Qatar-2,182.32,4645.0,0.78,1344.0,13.3,11.35,10.619,1.15,47.6875,168.8255,"2MASS J13503740-0648145 b, EPIC 212756297.01, GSC 04974-00112 b, WISE J135037.33-064814.5 b",02-05-2021,Spitzer,2203.15059,[],No,Yes,Spitzer phase curve,[],
tau Boo A b,Confirmed,5.84,1.06,Hot Jupiter,3.31249,0.046,tau Boo A,15.6,6309.0,1.331,1636.455102,4.5,,,1.15,,,tau Boo b,07-07-2022,G-B: High resolution IR,2009.05821,"{He"":""Upper limit""}""",No,No,Search of He airglow in emission,[],"Upper, He"
tau Boo A b,Confirmed,5.84,1.06,Hot Jupiter,3.31249,0.046,tau Boo A,15.6,6309.0,1.331,1636.455102,4.5,,,1.15,,,tau Boo b,07-07-2022,G-B: High resolution IR,2205.14975,"{H2O"":""Detection""}""",0,No,,[],H2O
tau Boo A b,Confirmed,5.84,1.06,Hot Jupiter,3.31249,0.046,tau Boo A,15.6,6309.0,1.331,1636.455102,4.5,,,1.15,,,tau Boo b,07-07-2022,G-B: High resolution IR,2012Natur.486..502B,"{CO"":""Detection""}""",0,No,,[],CO
tau Boo A b,Confirmed,5.84,1.06,Hot Jupiter,3.31249,0.046,tau Boo A,15.6,6309.0,1.331,1636.455102,4.5,,,1.15,,,tau Boo b,07-07-2022,G-B: High resolution IR,2014ApJ...783L..29L,"{H2O"":""Detection""}""",0,No,,[],H2O
tau Boo A b,Confirmed,5.84,1.06,Hot Jupiter,3.31249,0.046,tau Boo A,15.6,6309.0,1.331,1636.455102,4.5,,,1.15,,,tau Boo b,07-07-2022,G-B: High resolution IR,2410.08178,"{CO"":""Detection"",""H2O"":""Upper limit"",""Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"C, Upper, CO, H2O, O"
tau Boo A b,Confirmed,5.84,1.06,Hot Jupiter,3.31249,0.046,tau Boo A,15.6,6309.0,1.331,1636.455102,4.5,,,1.15,,,tau Boo b,07-07-2022,G-B: High resolution IR,2105.10513,"{CO"":""Detection"",""H2O"":""Upper limit"",""CH4"":""Upper limit"",""CO2"":""Upper limit"",""HCN"":""Upper limit"",""TiO"":""Upper limit"",""NH3"":""Upper limit""}""",0,No,,[],"CH4, NH3, CO2, TiO, Upper, HCN, H2O, CO"
TOI-1136 d,Confirmed,0.02627,0.4128,Hot,12.5199,0.1062,TOI-1136,84.536,5770.0,0.968,843.0,9.5,8.363,8.034,1.15,260.2758,11.5922,,12-11-2023,G-B: High resolution visible,2404.16732,"{H"":""Detection""}""",No,No,,[],H
TOI-1136 d,Confirmed,0.02627,0.4128,Hot,12.5199,0.1062,TOI-1136,84.536,5770.0,0.968,843.0,9.5,8.363,8.034,1.15,260.2758,11.5922,,12-11-2023,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-1235 b,Confirmed,0.0186,0.15113,Warm,3.444717,0.03826,TOI-1235,39.68,3997.0,0.619,775.0,11.0,8.711,7.893,1.26,37.8556,5.1577,,4/15/20,G-B: High resolution IR,2302.01479,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-1259A b,Confirmed,0.441,1.022,Hot Jupiter,3.47798,0.0407,TOI-1259A,118.11,4775.0,0.739,963.0,,,,1.15,,,,01-11-2021,G-B: High resolution IR,2404.08736,"{He"":""Detection""}""",No,No,,[],He
TOI-1268 b,Confirmed,0.29,0.82,Hot Jupiter,8.1577094,0.072,TOI-1268,110.0,5200.0,0.92,919.0,11.0,9.4,8.911,1.15,138.3507,46.6465,,7/20/23,G-B: High resolution IR,2404.16732,"{He"":""Detection""}""",No,No,,[],He
TOI-1268 b,Confirmed,0.29,0.82,Hot Jupiter,8.1577094,0.072,TOI-1268,110.0,5200.0,0.92,919.0,11.0,9.4,8.911,1.15,138.3507,46.6465,,7/20/23,G-B:Low resolution IR,2307.09515,"{He"":""Detection""}""",No,No,Narrow band photometry with Palomar/WIRC,[],He
TOI-1420 b,Confirmed,0.079,1.0608,Hot Jupiter,6.9561063,0.071,TOI-1420,201.84,5493.0,0.923,957.0,12.0,10.557,10.119,1.15,667.6979,45.5467,,9/19/23,G-B:Low resolution IR,2403.05614,"{He"":""Detection""}""",No,No,,[],He
TOI-1430 b,Confirmed,0.01306,0.1766,Hot,7.4341325,0.0706,TOI-1430,41.24,5037.0,0.789,813.0,9.2,,,1.26,,,HD 235088 b,11/21/24,G-B: High resolution IR,2307.05191,"{He"":""Detection""}""",No,No,He absorption of -0.91 +- 0.11% with CARMENES,[],He
TOI-1430 b,Confirmed,0.01306,0.1766,Hot,7.4341325,0.0706,TOI-1430,41.24,5037.0,0.789,813.0,9.2,,,1.26,,,HD 235088 b,11/21/24,G-B: High resolution IR,2207.13099,"{He"":""Detection""}""",No,No,0.64 ± 0.06% absorption in a young planet. Signal is redshifted.,[],He
TOI-1431 b/MASCARA-5 b,Confirmed,3.14,1.508,UltraHot Jupiter,2.65022,0.047,TOI-1431/MASCARA-5,149.6,7690.0,1.92,2370.0,8.0,,,1.15,,,HD 201033 b,9/16/22,G-B: High resolution visible,2104.12414,"{H"":""No detection"",""Ca"":""No detection"",""Fe"":""No detection"",""Fe+"":""No detection"",""Mg"":""No detection"",""Na"":""No detection"",""V"":""No detection"",""TiO"":""No detection"",""VO"":""No detection""}""",No,No,Non detections with cross correlation or transmission spectra techniques.,[],"H, Na, VO, Mg, V, Ca, Fe, No, TiO"
TOI-1431 b/MASCARA-5 b,Confirmed,3.14,1.508,UltraHot Jupiter,2.65022,0.047,TOI-1431/MASCARA-5,149.6,7690.0,1.92,2370.0,8.0,,,1.15,,,HD 201033 b,9/16/22,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-1431 b/MASCARA-5 b,Confirmed,3.14,1.508,UltraHot Jupiter,2.65022,0.047,TOI-1431/MASCARA-5,149.6,7690.0,1.92,2370.0,8.0,,,1.15,,,HD 201033 b,9/16/22,G-B: High resolution visible,2407.09643,"{Fe"":""Detection"",""Cr"":""Detection""}""",No,No,Emission observations with PEPSI. Many species inspected.,[],"Cr, Fe"
TOI-1468 b,Confirmed,0.0101,0.1142,Warm,1.8805136,0.0208,TOI-1468,24.72,3496.0,0.344,682.2,12.0,9.343,8.497,0.19,9.6633,6.1192,,8/23/22,JWST-MIRI,2503.19772,[],No,No,Consistent wit a bare rock,[],
TOI-1518 b,Confirmed,2.3,1.875,UltraHot Jupiter,1.902603,0.039,TOI-1518,225.888,7300.0,1.95,2892.0,8.952,8.429,8.325,1.15,228.4563,328.1646,,3/19/25,G-B: High resolution visible,2021AJ....162..218C,"{Fe"":""Detection"",""Fe+"":""Upper limit""}""",No,No,Detection of FeI using EXPRES data,[],"Upper, Fe"
TOI-1518 b,Confirmed,2.3,1.875,UltraHot Jupiter,1.902603,0.039,TOI-1518,225.888,7300.0,1.95,2892.0,8.952,8.429,8.325,1.15,228.4563,328.1646,,3/19/25,G-B: High resolution visible,2503.07723,"{Fe"":""Detection"",""Fe+"":""Detection"",""Cr"":""Detection"",""Ni"":""Detection""}""",No,No,,[],"Cr, Ni, Fe"
TOI-1518 b,Confirmed,2.3,1.875,UltraHot Jupiter,1.902603,0.039,TOI-1518,225.888,7300.0,1.95,2892.0,8.952,8.429,8.325,1.15,228.4563,328.1646,,3/19/25,G-B: High resolution visible,2407.09643,"{Fe"":""Detection"",""Ni"":""Upper limit"",""Mg"":""Upper limit"",""Fe+"":""Upper limit""}""",No,No,Emission observations with PEPSI. Many species inspected.,[],"Mg, Upper, Ni, Fe"
TOI-1518 b,Confirmed,2.3,1.875,UltraHot Jupiter,1.902603,0.039,TOI-1518,225.888,7300.0,1.95,2892.0,8.952,8.429,8.325,1.15,228.4563,328.1646,,3/19/25,G-B: High resolution visible,2412.01472,"{VO"":""Detection"",""Ca+"":""Detection"",""Fe+"":""Detection"",""Ba+"":""Detection"",""Ca"":""Detection"",""Fe"":""Detection"",""Ti"":""Detection"",""Si"":""Detection"",""Mg"":""Detection"",""V"":""Detection"",""Mn"":""Detection"",""Cr"":""Detection"",""Na"":""Detection""}""",No,No,A strong atmospheric drag is needed,[],"Cr, Na, VO, Si, Mn, Ba, Mg, V, Ca, Fe, Ti"
TOI-1683 b,Confirmed,0.025,0.232,Hot,3.05752578,0.036,TOI-1683,,,,927.0,,,,1.26,,,,6/14/24,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-1683 b,Confirmed,0.025,0.232,Hot,3.05752578,0.036,TOI-1683,,,,927.0,,,,1.26,,,,6/14/24,G-B: High resolution IR,2207.13099,"{He"":""Detection""}""",No,No,0.84 ± 0.17% absorption in a young planet. Signal is blueshifted.,[],He
TOI-1685 b,Confirmed,0.00966,0.1267,Hot,0.66813923,0.01164,TOI-1685,37.609,3434.0,0.492,1000.0,13.378,9.616,8.758,0.19,8.7192,8.4185,,2/13/25,JWST-NIRSpec,2412.03411,"{Featureless spectra"":""Detection""}""",No,Yes,,[],
TOI-1728 b,Confirmed,0.08426,0.4505,Warm,3.49151,0.0391,TOI-1728,60.8,3980.0,0.6243,767.0,12.4,9.642,8.803001,1.15,128.0176,29.0195,,6/26/20,G-B: High resolution IR,2006.14546,"{He"":""Upper limit""}""",No,No,Upper limit of 1.1% with few spectra without covering all the transit,[],"Upper, He"
TOI-1807 b,Confirmed,0.00809,0.1222,Hot,0.549374,0.012,TOI-1807,42.577,4757.0,0.68,1499.0,10.0,8.103,7.568,0.19,14.713,10.0954,,10/27/23,G-B: High resolution IR,2211.02887,"{He"":""Upper limit""}""",No,No,Upper limit EW < 4 mAngs.,[],"Upper, He"
TOI-1807 b,Confirmed,0.00809,0.1222,Hot,0.549374,0.012,TOI-1807,42.577,4757.0,0.68,1499.0,10.0,8.103,7.568,0.19,14.713,10.0954,,10/27/23,G-B: High resolution visible,2404.16732,"{H"":""Upper limit""}""",No,No,,[],"H, Upper"
TOI-1807 b,Confirmed,0.00809,0.1222,Hot,0.549374,0.012,TOI-1807,42.577,4757.0,0.68,1499.0,10.0,8.103,7.568,0.19,14.713,10.0954,,10/27/23,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-1807 b,Confirmed,0.00809,0.1222,Hot,0.549374,0.012,TOI-1807,42.577,4757.0,0.68,1499.0,10.0,8.103,7.568,0.19,14.713,10.0954,,10/27/23,G-B: High resolution IR,2406.09225,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-2018 b,Confirmed,0.0289,0.2025,Warm,7.435583,,TOI-2018,28.0,4219.0,0.62,652.0,10.25,7.844,7.104,1.26,73.2676,7.7966,BD+29 2654 b,6/16/23,G-B: High resolution visible,2404.16732,"{H"":""Upper limit""}""",No,No,,[],"H, Upper"
TOI-2018 b,Confirmed,0.0289,0.2025,Warm,7.435583,,TOI-2018,28.0,4219.0,0.62,652.0,10.25,7.844,7.104,1.26,73.2676,7.7966,BD+29 2654 b,6/16/23,G-B: High resolution IR,2404.16732,"{He"":""Detection""}""",No,No,,[],He
TOI-2046 b,Confirmed,2.3,1.44,Jupiter,1.4971842,,TOI-2046,289.668,6160.0,1.237,,11.552,10.415,10.094,1.15,,,,05-05-2022,G-B: High resolution visible,2404.16732,"{H"":""Upper limit""}""",No,No,,[],"H, Upper"
TOI-2046 b,Confirmed,2.3,1.44,Jupiter,1.4971842,,TOI-2046,289.668,6160.0,1.237,,11.552,10.415,10.094,1.15,,,,05-05-2022,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-2048 b,Confirmed,0.019863998,0.1838,Warm,13.79,0.19,TOI-2048,116.39,5185.0,0.79,509.8224561,11.5,9.895001,9.439,1.26,14.9281,0.4792,,6/14/22,G-B: High resolution visible,2404.16732,"{H"":""Upper limit""}""",No,No,,[],"H, Upper"
TOI-2048 b,Confirmed,0.019863998,0.1838,Warm,13.79,0.19,TOI-2048,116.39,5185.0,0.79,509.8224561,11.5,9.895001,9.439,1.26,14.9281,0.4792,,6/14/22,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-2076 b,Confirmed,0.0107,0.2266,Hot,10.35523,0.088,TOI-2076,41.906,5200.0,0.758,870.0,10.0,7.613,7.115,1.26,275.3262,10.5934,"BD+40 2790 b, TOI-2076.01",8/21/24,G-B: High resolution IR,2211.02887,"{He"":""Upper limit""}""",No,No,Upper limit EW < 8 mAngs. Helium feature most likely to stellar origin,[],"Upper, He"
TOI-2076 b,Confirmed,0.0107,0.2266,Hot,10.35523,0.088,TOI-2076,41.906,5200.0,0.758,870.0,10.0,7.613,7.115,1.26,275.3262,10.5934,"BD+40 2790 b, TOI-2076.01",8/21/24,G-B: High resolution visible,2404.16732,"{H"":""Upper limit""}""",No,No,,[],"H, Upper"
TOI-2076 b,Confirmed,0.0107,0.2266,Hot,10.35523,0.088,TOI-2076,41.906,5200.0,0.758,870.0,10.0,7.613,7.115,1.26,275.3262,10.5934,"BD+40 2790 b, TOI-2076.01",8/21/24,G-B: High resolution IR,2404.16732,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-2076 b,Confirmed,0.0107,0.2266,Hot,10.35523,0.088,TOI-2076,41.906,5200.0,0.758,870.0,10.0,7.613,7.115,1.26,275.3262,10.5934,"BD+40 2790 b, TOI-2076.01",8/21/24,G-B: High resolution IR,2207.13099,"{He"":""Detection""}""",No,No,1.01 ± 0.05% absorption in a young planet. Signal redshifted and it has a visually distinguishable secondary peak.,[],He
TOI-2109 b,Confirmed,5.02,1.347,UltraHot Jupiter,0.67247414,0.01791,TOI-2109,264.0,6500.0,1.698,3631.0,10.0,9.382,9.07,1.15,41.4332,243.0246,,11/21/24,G-B: High resolution IR,2504.15757,"{Fe"":""Detection"",""CO"":""Detection"",""H2O"":""Upper limit""}""",No,No,Detections come from day-side observations. Non detections from the night side.,[],"Upper, H2O, CO, Fe"
TOI-2134 b,Confirmed,0.02873,0.24,Warm,9.2292005,0.078,TOI-2134,22.62,4406.0,0.77,665.0,8.9,6.776,6.091,1.26,132.6811,11.3497,,10/23/23,G-B: High resolution IR,2308.02002,"{He"":""Detection""}""",No,No,"Absorption peak of 0.37 ± 0.05%, and an equivalent width of 3.3 ± 0.3 mA with kECK/NIRSPEC",[],He
TOI-2136 b,Confirmed,0.0148,0.1865,Temperate,7.85191,0.054,TOI-2136,33.36,3342.0,0.34,378.0,14.0,10.184,9.343,1.26,73.3465,1.429,,4/21/22,G-B: High resolution IR,2202.10182,"{He"":""Upper limit""}""",No,No,Upper limit with IRD of 1.44% absorption or 7.8 mA EW.,[],"Upper, He"
TOI-270 d,Confirmed,0.0132,0.19,Temperate,11.38014,0.0733,TOI-270,22.453,3386.0,0.38,340.0,12.6,9.099,8.251,1.26,103.1975,1.1477,,6/20/24,HST WFC3,2211.15576,"{H2O"":""Detection""}""",No,No,,[],H2O
TOI-270 d,Confirmed,0.0132,0.19,Temperate,11.38014,0.0733,TOI-270,22.453,3386.0,0.38,340.0,12.6,9.099,8.251,1.26,103.1975,1.1477,,6/20/24,JWST-NIRSpec,2403.03244,"{CO2"":""Detection"",""CH4"":""Detection""}""",No,No,Hints of CS2 and H2O,[],"CH4, CO2"
TOI-270 d,Confirmed,0.0132,0.19,Temperate,11.38014,0.0733,TOI-270,22.453,3386.0,0.38,340.0,12.6,9.099,8.251,1.26,103.1975,1.1477,,6/20/24,JWST-NIRSpec,2403.03325,"{CH4"":""Detection"",""CO2"":""Detection"",""H2O"":""Detection""}""",No,No,potential signatures of SO2 at 4.0μm and CS2 at 4.6μm,[],"CH4, CO2, H2O"
TOI-3362 b,Confirmed,4.0,1.2,Hot Jupiter,18.095367,0.155,TOI-3362,370.85,6532.0,1.83,1082.279237,10.86,9.944,9.693,1.15,7.2831,19.0566,"TIC-464300749 b, HD 300730 b",09-08-2023,G-B: High resolution visible,2406.08558,"{H2O"":""Upper limit""}""",No,No,One transit with ESPRESSO,[],"Upper, H2O"
TOI-3757 b,Confirmed,0.2684,1.07,Warm Jupiter,3.438753,0.03845,TOI-3757,177.4,3913.0,0.62,759.0,15.0,12.0,11.152,1.15,182.4002,55.975,,3/15/22,G-B: High resolution IR,2203.07178,"{He"":""Upper limit""}""",No,No,Upper limit with HPF of 6.9% excess absorption.,[],"Upper, He"
TOI-421 b,Confirmed,0.05107,0.4612,Warm,16.06815,0.1182,TOI-421,74.7969,5325.0,0.87,697.0,9.931,8.547,8.071,1.15,175.5878,11.9474,,4/22/20,JWST-NIRISS,2501.01498,"{H2O"":""Detection"",""SO2"":""Upper limit"",""CO"":""Upper limit""}""",No,No,"0.83–5 µm JWST transmission spectrum. Hints of SO2, CO",[],"SO2, Upper, H2O, CO"
TOI-431 b,Confirmed,0.00966,0.1142,Hot,0.490047,0.0113,TOI-431,32.61,4850.0,0.731,1862.0,9.12,7.305,6.723,0.19,15.6106,15.6023,HIP 26013 b,08-06-2021,Spitzer,2503.09698,[],No,No,Tentative measurement of secondary eclipse (depth of 33±22 ppm),[],
TOI-4481 b,Confirmed,0.006,0.11874,Hot,0.9263237,0.01406,TOI-4481,12.0641,3600.0,0.4144,940.0,,,,0.19,,,GJ 806 b,1/18/23,G-B: High resolution IR,2301.06873,"{H"":""Upper limit"",""He"":""Upper limit""}""",No,No,Upper limits on Halpha and He I with CARMENES,[],"H, Upper, He"
TOI-503 b,Confirmed,53.6,1.29,Jupiter,3.6775,,TOI-503,,7639.0,1.79,,9.4,,,1.15,,,,9/19/19,TESS,2020AJ....160..155W,[],0,Yes,Ellipsoidal distortion and Doppler boosting from the star detected. Upper limit on secondary eclipse depth.,[],
TOI-5205 b,Confirmed,1.08,0.94,Warm Jupiter,1.630731,0.0195,TOI-5205,86.865,3439.0,0.394,742.0,15.0,11.926,11.006,1.15,76.9785,127.3961,,02-12-2025,JWST-NIRSpec,2502.06966,"{CH4"":""Detection"",""H2S"":""Detection"",""Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"H2S, CH4, C, O"
TOI-5398 b,Confirmed,0.1847,1.008,Hot Jupiter,10.590547,0.098,TOI-5398,130.855,6000.0,1.053,947.0,10.059,9.026,8.713,1.15,377.0561,53.1865,,04-04-2024,G-B: High resolution IR,2410.15917,"{H"":""Detection"",""He"":""Detection"",""Na"":""Detection""}""",No,No,,[],"Na, H, He"
TOI-674 b,Confirmed,0.0739,0.4693,Warm,1.977143,0.0231,TOI-674,46.16,3505.0,0.421,661.0,14.2,10.359,9.469,1.15,224.7722,40.2249,,06-03-2021,HST WFC3,2201.04197,"{H2O"":""Detection""}""",0,No,Increased absorption at 1.4 μ m due to water vapor at 2.1 sigma only,[],H2O
TOI-677 b,Confirmed,1.234,1.17,Hot Jupiter,11.2365985,0.1038,TOI-677,143.0,6295.0,1.28,1252.0,9.7,8.722,8.429,1.15,90.8291,91.634,,2/13/24,G-B: High resolution visible,2406.08558,"{H2O"":""Upper limit""}""",No,No,One transit with ESPRESSO,[],"Upper, H2O"
TOI-6883 b,Confirmed,4.34,1.087,Hot Jupiter,16.24921,0.129,TOI-6883,93.73,5756.0,1.086,805.330779,9.5,,,1.15,,,"TOI-6883.01, TIC 393818343 b",10-11-2024,Direct Detection,2025RNAAS...9..139C,[],No,Yes,,[],
TOI-741.01,PC,0.001710289,0.077489911,Warm,7.5768334,,,10.454,3766.0,0.53,629.0,,,,0.19,,,,04-12-2023,JWST-NIRCam,2401.06043,"{Featureless spectra"":""Detection""}""",No,No,Transmission spectra is consistent with a flat line.,[],
TOI-764.01,APC,2.294937366,3.004006777,Hot Jupiter,5.6316663,,,789.341,6632.0,2.78212,1871.375522,,,,1.15,,,,1/24/23,TESS,2009.10432,[],No,Yes,,[],
TOI-776 b,Confirmed,0.01466,0.165,Warm,8.24664,0.0652,TOI-776,27.19,3709.0,0.538,513.0,11.5,8.483,7.615,1.26,60.8333,2.983,,2/13/25,JWST-NIRSpec,2501.14596,"{Featureless spectra"":""Detection""}""",No,No,Flat line is preferred model. Constains on the metalicity.,[],
TOI-776 c,Confirmed,0.0217,0.1829,Warm,15.665323,0.1,TOI-776,27.19,3709.0,0.538,420.0,11.5,8.483,7.615,1.26,45.8286,1.6956,,03-03-2025,JWST-NIRSpec,2502.20501,"{Featureless spectra"":""Detection""}""",No,No,No strong evidence for molecular features in the 3–5 µm transmission spectrum.,[],
TOI-824 b,Confirmed,0.058104,0.26104,Hot,1.392978,0.02177,TOI-824,63.71,4616.0,0.68,1253.0,11.1,9.145001,8.432,1.28,69.5918,23.3768,,8/28/20,Spitzer,2211.11793,[],0.26,No,Albedo <0.26,[],
TOI-836 b,Confirmed,0.01425,0.15202,Hot,3.81673,0.0422,TOI-836,27.504,4552.0,0.665,871.0,9.9,7.58,6.804,1.26,82.439,8.4202,HIP 73427 b,8/16/22,JWST-NIRSpec,2404.00093,"{Featureless spectra"":""Detection""}""",No,No,TOI-836b does not have an H2-dominated atmosphere,[],
TOI-836 b,Confirmed,0.01425,0.15202,Hot,3.81673,0.0422,TOI-836,27.504,4552.0,0.665,871.0,9.9,7.58,6.804,1.26,82.439,8.4202,HIP 73427 b,8/16/22,G-B: High resolution IR,2409.08318,"{He"":""Upper limit""}""",No,No,,[],"Upper, He"
TOI-836 c,Confirmed,0.0302,0.2308,Warm,8.59545,0.075,TOI-836,27.504,4552.0,0.665,665.0,9.9,7.58,6.804,1.26,103.9321,9.7357,HIP 73427 c,8/16/22,JWST-NIRSpec,2404.01264,"{Featureless spectra"":""Detection""}""",No,No,,[],
TOI-836 c,Confirmed,0.0302,0.2308,Warm,8.59545,0.075,TOI-836,27.504,4552.0,0.665,665.0,9.9,7.58,6.804,1.26,103.9321,9.7357,HIP 73427 c,8/16/22,G-B: High resolution IR,2409.08318,"{He"":""Detection""}""",No,No,,[],He
TOI-910.01,PC,0.002183303,0.082959571,Warm,2.0290882,,,12.4814,3194.0,0.287497,552.8129815,,,,0.19,,,,11/16/21,JWST-NIRSpec,2301.04191,"{Featureless spectra"":""Detection""}""",No,No,,[],
TOI-942 c,Confirmed,2.501,0.5166,Warm,10.15643,0.0847,TOI-942,153.2732,4969.0,0.893,778.0123233,12.0,10.231,9.639,1.15,2.4583,10.0088,,3/26/21,G-B: High resolution visible,2408.07788,"{H"":""Detection""}""",No,No,"Partial transit, confirmation needed",[],H
TRAPPIST-1 b,Confirmed,0.0027,0.09689,Warm,1.51087081,0.01111,TRAPPIST-1,12.1,2560.0,0.117,503.0,18.798,11.354,10.296,0.19,55.7344,9.7187,,3/24/24,JWST-MIRI,2412.11627,[],No,No,"Data consistent with an airless planet model or a thick, pure-CO2 atmosphere with photochemical hazes.",[],
